Country Name,Id,Indicator Name,Value,Year
Cambodia,104912,"External debt stocks, total (DOD, current US$)",2934613693,2005
Kiribati,104929,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Kiribati,104934,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Kiribati,104973,"External debt stocks, total (DOD, current US$)",n/a,2005
St. Kitts and Nevis,104990,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",48608000,2005
St. Kitts and Nevis,104995,"Debt service on external debt, total (TDS, current US$)",n/a,2005
St. Kitts and Nevis,105034,"External debt stocks, total (DOD, current US$)",n/a,2005
"Korea, Rep.",105051,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
"Korea, Rep.",105056,"Debt service on external debt, total (TDS, current US$)",n/a,2005
"Korea, Rep.",105095,"External debt stocks, total (DOD, current US$)",n/a,2005
Kuwait,105112,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Kuwait,105117,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Kuwait,105156,"External debt stocks, total (DOD, current US$)",n/a,2005
Lao PDR,105234,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",54811385.8,2005
Lao PDR,105239,"Debt service on external debt, total (TDS, current US$)",135521280.4,2005
Lao PDR,105278,"External debt stocks, total (DOD, current US$)",3278601893,2005
Lebanon,105295,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",3103612768,2005
Lebanon,105300,"Debt service on external debt, total (TDS, current US$)",3633866023,2005
Lebanon,105339,"External debt stocks, total (DOD, current US$)",22787014776,2005
Liberia,105356,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",32501.4,2005
Liberia,105361,"Debt service on external debt, total (TDS, current US$)",1843426.4,2005
Liberia,105400,"External debt stocks, total (DOD, current US$)",3950580337,2005
Libya,105417,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Libya,105422,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Libya,105461,"External debt stocks, total (DOD, current US$)",n/a,2005
St. Lucia,105478,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",27320910.6,2005
St. Lucia,105483,"Debt service on external debt, total (TDS, current US$)",32103026.9,2005
St. Lucia,105522,"External debt stocks, total (DOD, current US$)",422787032.2,2005
Liechtenstein,105722,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Liechtenstein,105727,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Liechtenstein,105766,"External debt stocks, total (DOD, current US$)",n/a,2005
Sri Lanka,105783,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",311249373,2005
Sri Lanka,105788,"Debt service on external debt, total (TDS, current US$)",441256842.9,2005
Sri Lanka,105827,"External debt stocks, total (DOD, current US$)",11300134210,2005
Lesotho,105966,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",78982949.1,2005
Lesotho,105971,"Debt service on external debt, total (TDS, current US$)",79625109,2005
Lesotho,106010,"External debt stocks, total (DOD, current US$)",666293758.5,2005
Lithuania,106088,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Lithuania,106093,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Lithuania,106132,"External debt stocks, total (DOD, current US$)",n/a,2005
Luxembourg,106149,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Luxembourg,106154,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Luxembourg,106193,"External debt stocks, total (DOD, current US$)",n/a,2005
Latvia,106210,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Latvia,106215,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Latvia,106254,"External debt stocks, total (DOD, current US$)",n/a,2005
"Macao SAR, China",106271,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
"Macao SAR, China",106276,"Debt service on external debt, total (TDS, current US$)",n/a,2005
"Macao SAR, China",106315,"External debt stocks, total (DOD, current US$)",n/a,2005
St. Martin (French part),106332,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
St. Martin (French part),106337,"Debt service on external debt, total (TDS, current US$)",n/a,2005
St. Martin (French part),106376,"External debt stocks, total (DOD, current US$)",n/a,2005
Morocco,106393,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2388358086,2005
Morocco,106398,"Debt service on external debt, total (TDS, current US$)",2738993009,2005
Morocco,106437,"External debt stocks, total (DOD, current US$)",16304189232,2005
Monaco,106454,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Monaco,106459,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Monaco,106498,"External debt stocks, total (DOD, current US$)",n/a,2005
Moldova,106515,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",64405482.1,2005
Moldova,106520,"Debt service on external debt, total (TDS, current US$)",255093366,2005
Moldova,106559,"External debt stocks, total (DOD, current US$)",2219300777,2005
Madagascar,106576,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",66423457.9,2005
Madagascar,106581,"Debt service on external debt, total (TDS, current US$)",79634976.9,2005
Madagascar,106620,"External debt stocks, total (DOD, current US$)",3525441336,2005
Maldives,106637,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",29163286.7,2005
Maldives,106642,"Debt service on external debt, total (TDS, current US$)",31323250.6,2005
Maldives,106681,"External debt stocks, total (DOD, current US$)",362336487.4,2005
Mexico,106759,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",23230257279,2005
Mexico,106764,"Debt service on external debt, total (TDS, current US$)",36470984141,2005
Mexico,106803,"External debt stocks, total (DOD, current US$)",2.18E+11,2005
Marshall Islands,106820,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Marshall Islands,106825,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Marshall Islands,106864,"External debt stocks, total (DOD, current US$)",n/a,2005
Mali,107003,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",78511199.9,2005
Mali,107008,"Debt service on external debt, total (TDS, current US$)",99123228.6,2005
Mali,107047,"External debt stocks, total (DOD, current US$)",3179661837,2005
Malta,107064,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Malta,107069,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Malta,107108,"External debt stocks, total (DOD, current US$)",n/a,2005
Myanmar,107125,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",23005761.5,2005
Myanmar,107130,"Debt service on external debt, total (TDS, current US$)",24887892.7,2005
Myanmar,107169,"External debt stocks, total (DOD, current US$)",7177918757,2005
Montenegro,107247,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Montenegro,107252,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Montenegro,107291,"External debt stocks, total (DOD, current US$)",n/a,2005
Mongolia,107308,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",31937057.7,2005
Mongolia,107313,"Debt service on external debt, total (TDS, current US$)",45034301.2,2005
Mongolia,107352,"External debt stocks, total (DOD, current US$)",1396369453,2005
Mozambique,107430,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",41379160.1,2005
Mozambique,107435,"Debt service on external debt, total (TDS, current US$)",405358418.4,2005
Mozambique,107474,"External debt stocks, total (DOD, current US$)",6209554361,2005
Mauritania,107491,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",52231482.1,2005
Mauritania,107496,"Debt service on external debt, total (TDS, current US$)",65619055.2,2005
Mauritania,107535,"External debt stocks, total (DOD, current US$)",2281454209,2005
Mauritius,107552,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",205277746.8,2005
Mauritius,107557,"Debt service on external debt, total (TDS, current US$)",799842570.4,2005
Mauritius,107596,"External debt stocks, total (DOD, current US$)",3631519807,2005
Malawi,107613,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",59553463,2005
Malawi,107618,"Debt service on external debt, total (TDS, current US$)",76169243,2005
Malawi,107657,"External debt stocks, total (DOD, current US$)",3195998422,2005
Malaysia,107674,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Malaysia,107679,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Malaysia,107718,"External debt stocks, total (DOD, current US$)",n/a,2005
Namibia,107796,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Namibia,107801,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Namibia,107840,"External debt stocks, total (DOD, current US$)",n/a,2005
New Caledonia,107857,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
New Caledonia,107862,"Debt service on external debt, total (TDS, current US$)",n/a,2005
New Caledonia,107901,"External debt stocks, total (DOD, current US$)",n/a,2005
Niger,107918,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",26067139.1,2005
Niger,107923,"Debt service on external debt, total (TDS, current US$)",40492783.5,2005
Niger,107962,"External debt stocks, total (DOD, current US$)",1961937155,2005
Nigeria,107979,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",8800306825,2005
Nigeria,107984,"Debt service on external debt, total (TDS, current US$)",8807112718,2005
Nigeria,108023,"External debt stocks, total (DOD, current US$)",29099132315,2005
Nicaragua,108040,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",107810322.3,2005
Nicaragua,108045,"Debt service on external debt, total (TDS, current US$)",174066865.5,2005
Nicaragua,108084,"External debt stocks, total (DOD, current US$)",5011294159,2005
Netherlands,108101,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Netherlands,108106,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Netherlands,108145,"External debt stocks, total (DOD, current US$)",n/a,2005
Norway,108162,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Norway,108167,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Norway,108206,"External debt stocks, total (DOD, current US$)",n/a,2005
Nepal,108223,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",115921076.9,2005
Nepal,108228,"Debt service on external debt, total (TDS, current US$)",120322940.6,2005
Nepal,108267,"External debt stocks, total (DOD, current US$)",3189016423,2005
Nauru,108284,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Nauru,108289,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Nauru,108328,"External debt stocks, total (DOD, current US$)",n/a,2005
New Zealand,108345,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
New Zealand,108350,"Debt service on external debt, total (TDS, current US$)",n/a,2005
New Zealand,108389,"External debt stocks, total (DOD, current US$)",n/a,2005
Oman,108467,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Oman,108472,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Oman,108511,"External debt stocks, total (DOD, current US$)",n/a,2005
Pakistan,108589,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1745359734,2005
Pakistan,108594,"Debt service on external debt, total (TDS, current US$)",2467279689,2005
Pakistan,108633,"External debt stocks, total (DOD, current US$)",34260045291,2005
Panama,108650,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Panama,108655,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Panama,108694,"External debt stocks, total (DOD, current US$)",n/a,2005
Peru,108711,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",4440196670,2005
Peru,108716,"Debt service on external debt, total (TDS, current US$)",6074942021,2005
Peru,108755,"External debt stocks, total (DOD, current US$)",29513668636,2005
Philippines,108772,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",5762213578,2005
Philippines,108777,"Debt service on external debt, total (TDS, current US$)",9527655206,2005
Philippines,108816,"External debt stocks, total (DOD, current US$)",58687841834,2005
Palau,108833,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Palau,108838,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Palau,108877,"External debt stocks, total (DOD, current US$)",n/a,2005
Papua New Guinea,108894,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",151988267.2,2005
Papua New Guinea,108899,"Debt service on external debt, total (TDS, current US$)",307800464.3,2005
Papua New Guinea,108938,"External debt stocks, total (DOD, current US$)",1870906690,2005
Poland,108955,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Poland,108960,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Poland,108999,"External debt stocks, total (DOD, current US$)",n/a,2005
Puerto Rico,109077,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Puerto Rico,109082,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Puerto Rico,109121,"External debt stocks, total (DOD, current US$)",n/a,2005
"Korea, Dem. People's Rep.",109138,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
"Korea, Dem. People's Rep.",109143,"Debt service on external debt, total (TDS, current US$)",n/a,2005
"Korea, Dem. People's Rep.",109182,"External debt stocks, total (DOD, current US$)",n/a,2005
Portugal,109199,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Portugal,109204,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Portugal,109243,"External debt stocks, total (DOD, current US$)",n/a,2005
Paraguay,109260,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",316594640.9,2005
Paraguay,109265,"Debt service on external debt, total (TDS, current US$)",493284815.2,2005
Paraguay,109304,"External debt stocks, total (DOD, current US$)",8302216058,2005
West Bank and Gaza,109321,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
West Bank and Gaza,109326,"Debt service on external debt, total (TDS, current US$)",n/a,2005
West Bank and Gaza,109365,"External debt stocks, total (DOD, current US$)",n/a,2005
French Polynesia,109504,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
French Polynesia,109509,"Debt service on external debt, total (TDS, current US$)",n/a,2005
French Polynesia,109548,"External debt stocks, total (DOD, current US$)",n/a,2005
Qatar,109565,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Qatar,109570,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Qatar,109609,"External debt stocks, total (DOD, current US$)",n/a,2005
Romania,109626,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Romania,109631,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Romania,109670,"External debt stocks, total (DOD, current US$)",n/a,2005
Russian Federation,109687,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",27671366092,2005
Russian Federation,109692,"Debt service on external debt, total (TDS, current US$)",40642301940,2005
Russian Federation,109731,"External debt stocks, total (DOD, current US$)",2.50E+11,2005
Rwanda,109748,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",23331358.7,2005
Rwanda,109753,"Debt service on external debt, total (TDS, current US$)",28239719.5,2005
Rwanda,109792,"External debt stocks, total (DOD, current US$)",1526467033,2005
Saudi Arabia,109870,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Saudi Arabia,109875,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Saudi Arabia,109914,"External debt stocks, total (DOD, current US$)",n/a,2005
Sudan,109931,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",333192808.5,2005
Sudan,109936,"Debt service on external debt, total (TDS, current US$)",375683525.5,2005
Sudan,109975,"External debt stocks, total (DOD, current US$)",17670919956,2005
Senegal,109992,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",127760809.8,2005
Senegal,109997,"Debt service on external debt, total (TDS, current US$)",203538582.5,2005
Senegal,110036,"External debt stocks, total (DOD, current US$)",3861745159,2005
Singapore,110053,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Singapore,110058,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Singapore,110097,"External debt stocks, total (DOD, current US$)",n/a,2005
Solomon Islands,110114,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",7424494.4,2005
Solomon Islands,110119,"Debt service on external debt, total (TDS, current US$)",14059834.4,2005
Solomon Islands,110158,"External debt stocks, total (DOD, current US$)",167389191.6,2005
Sierra Leone,110175,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",13860960.1,2005
Sierra Leone,110180,"Debt service on external debt, total (TDS, current US$)",18355670.1,2005
Sierra Leone,110219,"External debt stocks, total (DOD, current US$)",1804606614,2005
El Salvador,110236,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",527894690,2005
El Salvador,110241,"Debt service on external debt, total (TDS, current US$)",877125712.4,2005
El Salvador,110280,"External debt stocks, total (DOD, current US$)",9621574748,2005
San Marino,110297,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
San Marino,110302,"Debt service on external debt, total (TDS, current US$)",n/a,2005
San Marino,110341,"External debt stocks, total (DOD, current US$)",n/a,2005
Somalia,110358,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",0,2005
Somalia,110363,"Debt service on external debt, total (TDS, current US$)",721702.9,2005
Somalia,110402,"External debt stocks, total (DOD, current US$)",2672234286,2005
Serbia,110419,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",285384141.9,2005
Serbia,110424,"Debt service on external debt, total (TDS, current US$)",1234478090,2005
Serbia,110463,"External debt stocks, total (DOD, current US$)",16159378880,2005
Sao Tome and Principe,110724,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",6472224,2005
Sao Tome and Principe,110729,"Debt service on external debt, total (TDS, current US$)",6654194.9,2005
Sao Tome and Principe,110768,"External debt stocks, total (DOD, current US$)",335612441.8,2005
Suriname,110785,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Suriname,110790,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Suriname,110829,"External debt stocks, total (DOD, current US$)",n/a,2005
Slovak Republic,110846,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Slovak Republic,110851,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Slovak Republic,110890,"External debt stocks, total (DOD, current US$)",n/a,2005
Slovenia,110907,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Slovenia,110912,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Slovenia,110951,"External debt stocks, total (DOD, current US$)",n/a,2005
Sweden,110968,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Sweden,110973,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Sweden,111012,"External debt stocks, total (DOD, current US$)",n/a,2005
Eswatini,111029,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",35298062,2005
Eswatini,111034,"Debt service on external debt, total (TDS, current US$)",39015611.8,2005
Eswatini,111073,"External debt stocks, total (DOD, current US$)",520294300.9,2005
Seychelles,111151,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Seychelles,111156,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Seychelles,111195,"External debt stocks, total (DOD, current US$)",n/a,2005
Syrian Arab Republic,111212,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Syrian Arab Republic,111217,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Syrian Arab Republic,111256,"External debt stocks, total (DOD, current US$)",n/a,2005
Turks and Caicos Islands,111273,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Turks and Caicos Islands,111278,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Turks and Caicos Islands,111317,"External debt stocks, total (DOD, current US$)",n/a,2005
Chad,111334,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",40038328,2005
Chad,111339,"Debt service on external debt, total (TDS, current US$)",54594318.2,2005
Chad,111378,"External debt stocks, total (DOD, current US$)",1629648503,2005
Togo,111517,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",8292355.8,2005
Togo,111522,"Debt service on external debt, total (TDS, current US$)",21250892,2005
Togo,111561,"External debt stocks, total (DOD, current US$)",1686929450,2005
Thailand,111578,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",3115094753,2005
Thailand,111583,"Debt service on external debt, total (TDS, current US$)",18044350767,2005
Thailand,111622,"External debt stocks, total (DOD, current US$)",58466721298,2005
Tajikistan,111639,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",45769278.5,2005
Tajikistan,111644,"Debt service on external debt, total (TDS, current US$)",72713386.8,2005
Tajikistan,111683,"External debt stocks, total (DOD, current US$)",1116909977,2005
Turkmenistan,111700,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",226433191.3,2005
Turkmenistan,111705,"Debt service on external debt, total (TDS, current US$)",310404290,2005
Turkmenistan,111744,"External debt stocks, total (DOD, current US$)",1152800558,2005
Timor-Leste,111822,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Timor-Leste,111827,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Timor-Leste,111866,"External debt stocks, total (DOD, current US$)",n/a,2005
Tonga,111944,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",4890272.3,2005
Tonga,111949,"Debt service on external debt, total (TDS, current US$)",5184852.6,2005
Tonga,111988,"External debt stocks, total (DOD, current US$)",89030079.1,2005
Trinidad and Tobago,112127,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Trinidad and Tobago,112132,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Trinidad and Tobago,112171,"External debt stocks, total (DOD, current US$)",n/a,2005
Tunisia,112188,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1720324023,2005
Tunisia,112193,"Debt service on external debt, total (TDS, current US$)",2044106980,2005
Tunisia,112232,"External debt stocks, total (DOD, current US$)",18026851124,2005
Turkiye,112249,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",12594774256,2005
Turkiye,112254,"Debt service on external debt, total (TDS, current US$)",41310516995,2005
Turkiye,112293,"External debt stocks, total (DOD, current US$)",1.74E+11,2005
Tuvalu,112310,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Tuvalu,112315,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Tuvalu,112354,"External debt stocks, total (DOD, current US$)",n/a,2005
Tanzania,112371,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",70630699.7,2005
Tanzania,112376,"Debt service on external debt, total (TDS, current US$)",130829740.7,2005
Tanzania,112415,"External debt stocks, total (DOD, current US$)",8435259794,2005
Uganda,112432,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",131572920.2,2005
Uganda,112437,"Debt service on external debt, total (TDS, current US$)",171761252.5,2005
Uganda,112476,"External debt stocks, total (DOD, current US$)",4460499217,2005
Ukraine,112493,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1793890945,2005
Ukraine,112498,"Debt service on external debt, total (TDS, current US$)",5890255685,2005
Ukraine,112537,"External debt stocks, total (DOD, current US$)",35100157139,2005
Uruguay,112615,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Uruguay,112620,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Uruguay,112659,"External debt stocks, total (DOD, current US$)",n/a,2005
United States,112676,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
United States,112681,"Debt service on external debt, total (TDS, current US$)",n/a,2005
United States,112720,"External debt stocks, total (DOD, current US$)",n/a,2005
Uzbekistan,112737,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",627042031.9,2005
Uzbekistan,112742,"Debt service on external debt, total (TDS, current US$)",795005445.1,2005
Uzbekistan,112781,"External debt stocks, total (DOD, current US$)",4631813976,2005
St. Vincent and the Grenadines,112798,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",23637119.5,2005
St. Vincent and the Grenadines,112803,"Debt service on external debt, total (TDS, current US$)",23652432.9,2005
St. Vincent and the Grenadines,112842,"External debt stocks, total (DOD, current US$)",252622855.6,2005
"Venezuela, RB",112859,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
"Venezuela, RB",112864,"Debt service on external debt, total (TDS, current US$)",n/a,2005
"Venezuela, RB",112903,"External debt stocks, total (DOD, current US$)",n/a,2005
British Virgin Islands,112920,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
British Virgin Islands,112925,"Debt service on external debt, total (TDS, current US$)",n/a,2005
British Virgin Islands,112964,"External debt stocks, total (DOD, current US$)",n/a,2005
Virgin Islands (U.S.),112981,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Virgin Islands (U.S.),112986,"Debt service on external debt, total (TDS, current US$)",n/a,2005
Virgin Islands (U.S.),113025,"External debt stocks, total (DOD, current US$)",n/a,2005
Viet Nam,113042,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",800757710.7,2005
Viet Nam,113047,"Debt service on external debt, total (TDS, current US$)",947722826.3,2005
Viet Nam,113086,"External debt stocks, total (DOD, current US$)",18593542977,2005
Vanuatu,113103,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1810277,2005
Vanuatu,113108,"Debt service on external debt, total (TDS, current US$)",3360431.7,2005
Vanuatu,113147,"External debt stocks, total (DOD, current US$)",100347467.5,2005
Samoa,113225,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",5766598.8,2005
Samoa,113230,"Debt service on external debt, total (TDS, current US$)",5816055.3,2005
Samoa,113269,"External debt stocks, total (DOD, current US$)",169098029.9,2005
Kosovo,113286,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2005
Kosovo,113291,"Debt service on external debt, total (TDS, current US$)",2478478.5,2005
Kosovo,113330,"External debt stocks, total (DOD, current US$)",79136411.6,2005
"Yemen, Rep.",113347,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",148944062.7,2005
"Yemen, Rep.",113352,"Debt service on external debt, total (TDS, current US$)",213415033.9,2005
"Yemen, Rep.",113391,"External debt stocks, total (DOD, current US$)",5477559320,2005
Zambia,113469,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",99742027.9,2005
Zambia,113474,"Debt service on external debt, total (TDS, current US$)",283934369.8,2005
Zambia,113513,"External debt stocks, total (DOD, current US$)",5370071043,2005
Zimbabwe,113530,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",34890170.6,2005
Zimbabwe,113535,"Debt service on external debt, total (TDS, current US$)",249158839.3,2005
Zimbabwe,113574,"External debt stocks, total (DOD, current US$)",4537795992,2005
Aruba,113591,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Aruba,113596,"Debt service on external debt, total (TDS, current US$)",n/a,2006
