Country Name,Id,Indicator Name,Value,Year
Viet Nam,372663,"Debt service on external debt, total (TDS, current US$)",19955046742,2021
Viet Nam,372702,"External debt stocks, total (DOD, current US$)",1.36E+11,2021
Vanuatu,372719,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",14639364,2021
Vanuatu,372724,"Debt service on external debt, total (TDS, current US$)",17723041.7,2021
Vanuatu,372763,"External debt stocks, total (DOD, current US$)",515244902.1,2021
Samoa,372841,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",13915745.6,2021
Samoa,372846,"Debt service on external debt, total (TDS, current US$)",15588185.8,2021
Samoa,372885,"External debt stocks, total (DOD, current US$)",443272400.9,2021
Kosovo,372902,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",44116469,2021
Kosovo,372907,"Debt service on external debt, total (TDS, current US$)",407176590.9,2021
Kosovo,372946,"External debt stocks, total (DOD, current US$)",3351817219,2021
"Yemen, Rep.",372963,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",91361000,2021
"Yemen, Rep.",372968,"Debt service on external debt, total (TDS, current US$)",123237118.3,2021
"Yemen, Rep.",373007,"External debt stocks, total (DOD, current US$)",7587261730,2021
Zambia,373085,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",241368368.4,2021
Zambia,373090,"Debt service on external debt, total (TDS, current US$)",1616360720,2021
Zambia,373129,"External debt stocks, total (DOD, current US$)",24045927143,2021
Zimbabwe,373146,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",85560020.8,2021
Zimbabwe,373151,"Debt service on external debt, total (TDS, current US$)",583381861.7,2021
Zimbabwe,373190,"External debt stocks, total (DOD, current US$)",13738737024,2021
Aruba,373207,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Aruba,373212,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Aruba,373251,"External debt stocks, total (DOD, current US$)",n/a,2022
Afghanistan,373329,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Afghanistan,373334,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Afghanistan,373373,"External debt stocks, total (DOD, current US$)",n/a,2022
Angola,373451,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Angola,373456,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Angola,373495,"External debt stocks, total (DOD, current US$)",n/a,2022
Albania,373512,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Albania,373517,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Albania,373556,"External debt stocks, total (DOD, current US$)",n/a,2022
Andorra,373573,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Andorra,373578,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Andorra,373617,"External debt stocks, total (DOD, current US$)",n/a,2022
United Arab Emirates,373695,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
United Arab Emirates,373700,"Debt service on external debt, total (TDS, current US$)",n/a,2022
United Arab Emirates,373739,"External debt stocks, total (DOD, current US$)",n/a,2022
Argentina,373756,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Argentina,373761,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Argentina,373800,"External debt stocks, total (DOD, current US$)",n/a,2022
Armenia,373817,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Armenia,373822,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Armenia,373861,"External debt stocks, total (DOD, current US$)",n/a,2022
American Samoa,373878,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
American Samoa,373883,"Debt service on external debt, total (TDS, current US$)",n/a,2022
American Samoa,373922,"External debt stocks, total (DOD, current US$)",n/a,2022
Antigua and Barbuda,373939,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Antigua and Barbuda,373944,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Antigua and Barbuda,373983,"External debt stocks, total (DOD, current US$)",n/a,2022
Australia,374000,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Australia,374005,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Australia,374044,"External debt stocks, total (DOD, current US$)",n/a,2022
Austria,374061,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Austria,374066,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Austria,374105,"External debt stocks, total (DOD, current US$)",n/a,2022
Azerbaijan,374122,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Azerbaijan,374127,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Azerbaijan,374166,"External debt stocks, total (DOD, current US$)",n/a,2022
Burundi,374183,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Burundi,374188,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Burundi,374227,"External debt stocks, total (DOD, current US$)",n/a,2022
Belgium,374244,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Belgium,374249,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Belgium,374288,"External debt stocks, total (DOD, current US$)",n/a,2022
Benin,374305,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Benin,374310,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Benin,374349,"External debt stocks, total (DOD, current US$)",n/a,2022
Burkina Faso,374366,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Burkina Faso,374371,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Burkina Faso,374410,"External debt stocks, total (DOD, current US$)",n/a,2022
Bangladesh,374427,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Bangladesh,374432,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Bangladesh,374471,"External debt stocks, total (DOD, current US$)",n/a,2022
Bulgaria,374488,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Bulgaria,374493,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Bulgaria,374532,"External debt stocks, total (DOD, current US$)",n/a,2022
Bahrain,374549,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Bahrain,374554,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Bahrain,374593,"External debt stocks, total (DOD, current US$)",n/a,2022
"Bahamas, The",374610,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Bahamas, The",374615,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Bahamas, The",374654,"External debt stocks, total (DOD, current US$)",n/a,2022
Bosnia and Herzegovina,374671,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Bosnia and Herzegovina,374676,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Bosnia and Herzegovina,374715,"External debt stocks, total (DOD, current US$)",n/a,2022
Belarus,374732,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Belarus,374737,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Belarus,374776,"External debt stocks, total (DOD, current US$)",n/a,2022
Belize,374793,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Belize,374798,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Belize,374837,"External debt stocks, total (DOD, current US$)",n/a,2022
Bermuda,374854,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Bermuda,374859,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Bermuda,374898,"External debt stocks, total (DOD, current US$)",n/a,2022
Bolivia,374915,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Bolivia,374920,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Bolivia,374959,"External debt stocks, total (DOD, current US$)",n/a,2022
Brazil,374976,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Brazil,374981,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Brazil,375020,"External debt stocks, total (DOD, current US$)",n/a,2022
Barbados,375037,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Barbados,375042,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Barbados,375081,"External debt stocks, total (DOD, current US$)",n/a,2022
Brunei Darussalam,375098,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Brunei Darussalam,375103,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Brunei Darussalam,375142,"External debt stocks, total (DOD, current US$)",n/a,2022
Bhutan,375159,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Bhutan,375164,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Bhutan,375203,"External debt stocks, total (DOD, current US$)",n/a,2022
Botswana,375220,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Botswana,375225,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Botswana,375264,"External debt stocks, total (DOD, current US$)",n/a,2022
Central African Republic,375281,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Central African Republic,375286,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Central African Republic,375325,"External debt stocks, total (DOD, current US$)",n/a,2022
Canada,375342,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Canada,375347,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Canada,375386,"External debt stocks, total (DOD, current US$)",n/a,2022
Switzerland,375464,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Switzerland,375469,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Switzerland,375508,"External debt stocks, total (DOD, current US$)",n/a,2022
Channel Islands,375525,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Channel Islands,375530,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Channel Islands,375569,"External debt stocks, total (DOD, current US$)",n/a,2022
Chile,375586,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Chile,375591,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Chile,375630,"External debt stocks, total (DOD, current US$)",n/a,2022
China,375647,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
China,375652,"Debt service on external debt, total (TDS, current US$)",n/a,2022
China,375691,"External debt stocks, total (DOD, current US$)",n/a,2022
Cote d'Ivoire,375708,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Cote d'Ivoire,375713,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Cote d'Ivoire,375752,"External debt stocks, total (DOD, current US$)",n/a,2022
Cameroon,375769,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Cameroon,375774,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Cameroon,375813,"External debt stocks, total (DOD, current US$)",n/a,2022
"Congo, Dem. Rep.",375830,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Congo, Dem. Rep.",375835,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Congo, Dem. Rep.",375874,"External debt stocks, total (DOD, current US$)",n/a,2022
"Congo, Rep.",375891,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Congo, Rep.",375896,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Congo, Rep.",375935,"External debt stocks, total (DOD, current US$)",n/a,2022
Colombia,375952,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Colombia,375957,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Colombia,375996,"External debt stocks, total (DOD, current US$)",n/a,2022
Comoros,376013,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Comoros,376018,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Comoros,376057,"External debt stocks, total (DOD, current US$)",n/a,2022
Cabo Verde,376074,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Cabo Verde,376079,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Cabo Verde,376118,"External debt stocks, total (DOD, current US$)",n/a,2022
Costa Rica,376135,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Costa Rica,376140,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Costa Rica,376179,"External debt stocks, total (DOD, current US$)",n/a,2022
Caribbean small states,376196,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Caribbean small states,376201,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Caribbean small states,376240,"External debt stocks, total (DOD, current US$)",n/a,2022
Cuba,376257,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Cuba,376262,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Cuba,376301,"External debt stocks, total (DOD, current US$)",n/a,2022
Curacao,376318,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Curacao,376323,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Curacao,376362,"External debt stocks, total (DOD, current US$)",n/a,2022
Cayman Islands,376379,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Cayman Islands,376384,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Cayman Islands,376423,"External debt stocks, total (DOD, current US$)",n/a,2022
Cyprus,376440,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Cyprus,376445,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Cyprus,376484,"External debt stocks, total (DOD, current US$)",n/a,2022
Czechia,376501,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Czechia,376506,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Czechia,376545,"External debt stocks, total (DOD, current US$)",n/a,2022
Germany,376562,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Germany,376567,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Germany,376606,"External debt stocks, total (DOD, current US$)",n/a,2022
Djibouti,376623,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Djibouti,376628,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Djibouti,376667,"External debt stocks, total (DOD, current US$)",n/a,2022
Dominica,376684,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Dominica,376689,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Dominica,376728,"External debt stocks, total (DOD, current US$)",n/a,2022
Denmark,376745,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Denmark,376750,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Denmark,376789,"External debt stocks, total (DOD, current US$)",n/a,2022
Dominican Republic,376806,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Dominican Republic,376811,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Dominican Republic,376850,"External debt stocks, total (DOD, current US$)",n/a,2022
Algeria,376867,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Algeria,376872,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Algeria,376911,"External debt stocks, total (DOD, current US$)",n/a,2022
Ecuador,377233,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Ecuador,377238,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Ecuador,377277,"External debt stocks, total (DOD, current US$)",n/a,2022
"Egypt, Arab Rep.",377294,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Egypt, Arab Rep.",377299,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Egypt, Arab Rep.",377338,"External debt stocks, total (DOD, current US$)",n/a,2022
Eritrea,377416,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Eritrea,377421,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Eritrea,377460,"External debt stocks, total (DOD, current US$)",n/a,2022
Spain,377477,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Spain,377482,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Spain,377521,"External debt stocks, total (DOD, current US$)",n/a,2022
Estonia,377538,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Estonia,377543,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Estonia,377582,"External debt stocks, total (DOD, current US$)",n/a,2022
Ethiopia,377599,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Ethiopia,377604,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Ethiopia,377643,"External debt stocks, total (DOD, current US$)",n/a,2022
Finland,377782,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Finland,377787,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Finland,377826,"External debt stocks, total (DOD, current US$)",n/a,2022
Fiji,377843,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Fiji,377848,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Fiji,377887,"External debt stocks, total (DOD, current US$)",n/a,2022
France,377904,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
France,377909,"Debt service on external debt, total (TDS, current US$)",n/a,2022
France,377948,"External debt stocks, total (DOD, current US$)",n/a,2022
Faroe Islands,377965,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Faroe Islands,377970,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Faroe Islands,378009,"External debt stocks, total (DOD, current US$)",n/a,2022
Gabon,378087,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Gabon,378092,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Gabon,378131,"External debt stocks, total (DOD, current US$)",n/a,2022
United Kingdom,378148,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
United Kingdom,378153,"Debt service on external debt, total (TDS, current US$)",n/a,2022
United Kingdom,378192,"External debt stocks, total (DOD, current US$)",n/a,2022
Georgia,378209,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Georgia,378214,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Georgia,378253,"External debt stocks, total (DOD, current US$)",n/a,2022
Ghana,378270,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Ghana,378275,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Ghana,378314,"External debt stocks, total (DOD, current US$)",n/a,2022
Gibraltar,378331,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Gibraltar,378336,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Gibraltar,378375,"External debt stocks, total (DOD, current US$)",n/a,2022
Guinea,378392,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Guinea,378397,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Guinea,378436,"External debt stocks, total (DOD, current US$)",n/a,2022
"Gambia, The",378453,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Gambia, The",378458,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Gambia, The",378497,"External debt stocks, total (DOD, current US$)",n/a,2022
Guinea-Bissau,378514,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Guinea-Bissau,378519,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Guinea-Bissau,378558,"External debt stocks, total (DOD, current US$)",n/a,2022
Equatorial Guinea,378575,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Equatorial Guinea,378580,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Equatorial Guinea,378619,"External debt stocks, total (DOD, current US$)",n/a,2022
Greece,378636,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Greece,378641,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Greece,378680,"External debt stocks, total (DOD, current US$)",n/a,2022
Grenada,378697,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Grenada,378702,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Grenada,378741,"External debt stocks, total (DOD, current US$)",n/a,2022
Greenland,378758,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Greenland,378763,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Greenland,378802,"External debt stocks, total (DOD, current US$)",n/a,2022
Guatemala,378819,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Guatemala,378824,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Guatemala,378863,"External debt stocks, total (DOD, current US$)",n/a,2022
Guyana,378941,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Guyana,378946,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Guyana,378985,"External debt stocks, total (DOD, current US$)",n/a,2022
"Hong Kong SAR, China",379063,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Hong Kong SAR, China",379068,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Hong Kong SAR, China",379107,"External debt stocks, total (DOD, current US$)",n/a,2022
Honduras,379124,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Honduras,379129,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Honduras,379168,"External debt stocks, total (DOD, current US$)",n/a,2022
Croatia,379246,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Croatia,379251,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Croatia,379290,"External debt stocks, total (DOD, current US$)",n/a,2022
Haiti,379307,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Haiti,379312,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Haiti,379351,"External debt stocks, total (DOD, current US$)",n/a,2022
Hungary,379368,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Hungary,379373,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Hungary,379412,"External debt stocks, total (DOD, current US$)",n/a,2022
Indonesia,379673,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Indonesia,379678,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Indonesia,379717,"External debt stocks, total (DOD, current US$)",n/a,2022
Isle of Man,379795,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Isle of Man,379800,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Isle of Man,379839,"External debt stocks, total (DOD, current US$)",n/a,2022
India,379856,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
India,379861,"Debt service on external debt, total (TDS, current US$)",n/a,2022
India,379900,"External debt stocks, total (DOD, current US$)",n/a,2022
Ireland,379978,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Ireland,379983,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Ireland,380022,"External debt stocks, total (DOD, current US$)",n/a,2022
"Iran, Islamic Rep.",380039,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Iran, Islamic Rep.",380044,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Iran, Islamic Rep.",380083,"External debt stocks, total (DOD, current US$)",n/a,2022
Iraq,380100,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Iraq,380105,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Iraq,380144,"External debt stocks, total (DOD, current US$)",n/a,2022
Iceland,380161,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Iceland,380166,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Iceland,380205,"External debt stocks, total (DOD, current US$)",n/a,2022
Israel,380222,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Israel,380227,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Israel,380266,"External debt stocks, total (DOD, current US$)",n/a,2022
Italy,380283,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Italy,380288,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Italy,380327,"External debt stocks, total (DOD, current US$)",n/a,2022
Jamaica,380344,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Jamaica,380349,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Jamaica,380388,"External debt stocks, total (DOD, current US$)",n/a,2022
Jordan,380405,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Jordan,380410,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Jordan,380449,"External debt stocks, total (DOD, current US$)",n/a,2022
Japan,380466,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Japan,380471,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Japan,380510,"External debt stocks, total (DOD, current US$)",n/a,2022
Kazakhstan,380527,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Kazakhstan,380532,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Kazakhstan,380571,"External debt stocks, total (DOD, current US$)",n/a,2022
Kenya,380588,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Kenya,380593,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Kenya,380632,"External debt stocks, total (DOD, current US$)",n/a,2022
Kyrgyz Republic,380649,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Kyrgyz Republic,380654,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Kyrgyz Republic,380693,"External debt stocks, total (DOD, current US$)",n/a,2022
Cambodia,380710,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Cambodia,380715,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Cambodia,380754,"External debt stocks, total (DOD, current US$)",n/a,2022
Kiribati,380771,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Kiribati,380776,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Kiribati,380815,"External debt stocks, total (DOD, current US$)",n/a,2022
St. Kitts and Nevis,380832,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
St. Kitts and Nevis,380837,"Debt service on external debt, total (TDS, current US$)",n/a,2022
St. Kitts and Nevis,380876,"External debt stocks, total (DOD, current US$)",n/a,2022
"Korea, Rep.",380893,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Korea, Rep.",380898,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Korea, Rep.",380937,"External debt stocks, total (DOD, current US$)",n/a,2022
Kuwait,380954,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Kuwait,380959,"Debt service on external debt, total (TDS, current US$)",n/a,2022
